Column,Column2,year,id,artist and album name,label,release format,genre,subgenre,want,have
77276,32200,2017,10960036,Rafa Spunky* - Mitología,Not on Label,Album,"Electronic, Pop","Synth-pop, Pop Rock",2,19
77288,32208,2017,10454884,Neoangin - Highway To Hello,Not on Label,CD,"Electronic, Pop","Synth-pop, Indie Pop",0,11
77289,32208,2017,10454884,Neoangin - Highway To Hello,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop",0,11
77415,32270,2017,10918665,ЛондонParis - ЛондонParis,Not on Label,Vinyl,"Electronic, Rock, Pop",Synth-pop,4,24
77416,32270,2017,10918665,ЛондонParis - ЛондонParis,Not on Label,LP,"Electronic, Rock, Pop",Synth-pop,4,24
77417,32270,2017,10918665,ЛондонParis - ЛондонParis,Not on Label,Album,"Electronic, Rock, Pop",Synth-pop,4,24
77543,32362,2017,11283823,Robots With Rayguns - Slow Jams,Not on Label,Cassette,"Electronic, Pop","Chillwave, Electro, Synth-pop, Synthwave, Vaporwave",8,8
77544,32362,2017,11283823,Robots With Rayguns - Slow Jams,Not on Label,Album,"Electronic, Pop","Chillwave, Electro, Synth-pop, Synthwave, Vaporwave",8,8
77583,32399,2017,30400319,Nihils - Perspectives,Not on Label,CD,"Electronic, Pop","Synth-pop, Indie Pop",0,0
77584,32399,2017,30400319,Nihils - Perspectives,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop",0,0
77585,32399,2017,30400319,Nihils - Perspectives,Not on Label,Promo,"Electronic, Pop","Synth-pop, Indie Pop",0,0
77598,32413,2017,11283823,Robots With Rayguns - Slow Jams,Not on Label,Cassette,"Electronic, Pop","Chillwave, Electro, Synth-pop, Synthwave, Vaporwave",8,8
77599,32413,2017,11283823,Robots With Rayguns - Slow Jams,Not on Label,Album,"Electronic, Pop","Chillwave, Electro, Synth-pop, Synthwave, Vaporwave",8,8
77670,32455,2017,11381256,Powercyan - Powergrid EP,Not on Label,CD,"Electronic, Pop","Synthwave, Synth-pop",6,0
77671,32455,2017,11381256,Powercyan - Powergrid EP,Not on Label,EP,"Electronic, Pop","Synthwave, Synth-pop",6,0
77792,32518,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Vinyl,"Electronic, Pop",Synth-pop,3,1
77793,32518,2017,10301049,Hunt (4) - Fragment of...,Not on Label,LP,"Electronic, Pop",Synth-pop,3,1
77794,32518,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Album,"Electronic, Pop",Synth-pop,3,1
77795,32518,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Test Pressing,"Electronic, Pop",Synth-pop,3,1
77798,32522,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Vinyl,"Electronic, Pop",Synth-pop,3,1
77799,32522,2017,10301049,Hunt (4) - Fragment of...,Not on Label,LP,"Electronic, Pop",Synth-pop,3,1
77800,32522,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Album,"Electronic, Pop",Synth-pop,3,1
77801,32522,2017,10301049,Hunt (4) - Fragment of...,Not on Label,Test Pressing,"Electronic, Pop",Synth-pop,3,1
78096,32655,2017,11731415,Primo* - To The Max!,Not on Label,CD,"Electronic, Rock, Pop","Synth-pop, Synthwave",6,8
78097,32655,2017,11731415,Primo* - To The Max!,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Synthwave",6,8
78098,32655,2017,11731415,Primo* - To The Max!,Not on Label,Stereo,"Electronic, Rock, Pop","Synth-pop, Synthwave",6,8
78179,32684,2017,11447163,The Classical - Survival Of The Softest,Not on Label,Cassette,"Electronic, Jazz, Pop","Experimental, Electro, Leftfield, Synth-pop",0,2
78180,32684,2017,11447163,The Classical - Survival Of The Softest,Not on Label,Album,"Electronic, Jazz, Pop","Experimental, Electro, Leftfield, Synth-pop",0,2
78181,32684,2017,11447163,The Classical - Survival Of The Softest,Not on Label,Limited Edition,"Electronic, Jazz, Pop","Experimental, Electro, Leftfield, Synth-pop",0,2
78212,32716,2017,9657437,Digital Energy - Trust,Not on Label,CD,"Electronic, Pop","Synth-pop, EBM",3,8
78213,32716,2017,9657437,Digital Energy - Trust,Not on Label,Single,"Electronic, Pop","Synth-pop, EBM",3,8
78214,32716,2017,9657437,Digital Energy - Trust,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, EBM",3,8
78261,32727,2017,31396940,Cock Robin - Lollobrigida,Not on Label,CD,"Electronic, Pop","Synth-pop, Indie Pop",9,4
78262,32727,2017,31396940,Cock Robin - Lollobrigida,Not on Label,EP,"Electronic, Pop","Synth-pop, Indie Pop",9,4
78263,32727,2017,31396940,Cock Robin - Lollobrigida,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Indie Pop",9,4
78264,32727,2017,31396940,Cock Robin - Lollobrigida,Not on Label,Numbered,"Electronic, Pop","Synth-pop, Indie Pop",9,4
78314,32760,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro",0,0
78315,32760,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,Album,"Electronic, Pop","Synth-pop, Electro",0,0
78316,32760,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Electro",0,0
78322,32773,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro",0,0
78323,32773,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,Album,"Electronic, Pop","Synth-pop, Electro",0,0
78324,32773,2017,9550263,ETSWHORE - I'm Sorry,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Electro",0,0
78364,32801,2017,30432881,Flatband - Fltbnd,Not on Label,CD,"Electronic, Rock, Pop","Synth-pop, Electro, Pop Rock",0,0
78365,32801,2017,30432881,Flatband - Fltbnd,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Electro, Pop Rock",0,0
78417,32828,2017,9550293,ETSWHORE - I'm Sorry,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro",0,0
78418,32828,2017,9550293,ETSWHORE - I'm Sorry,Not on Label,Album,"Electronic, Pop","Synth-pop, Electro",0,0
78419,32828,2017,9550293,ETSWHORE - I'm Sorry,Not on Label,Deluxe Edition,"Electronic, Pop","Synth-pop, Electro",0,0
78420,32828,2017,9550293,ETSWHORE - I'm Sorry,Not on Label,Promo,"Electronic, Pop","Synth-pop, Electro",0,0
78493,32860,2017,9550276,ETSWHORE - I'm Sorry,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro",0,0
78494,32860,2017,9550276,ETSWHORE - I'm Sorry,Not on Label,Album,"Electronic, Pop","Synth-pop, Electro",0,0
78495,32860,2017,9550276,ETSWHORE - I'm Sorry,Not on Label,Deluxe Edition,"Electronic, Pop","Synth-pop, Electro",0,0
78496,32860,2017,9550276,ETSWHORE - I'm Sorry,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Electro",0,0
78554,32886,2017,10464185,Zeta (27) - Zeta,Not on Label,CD,"Electronic, Pop","Synth-pop, Synthwave, Electro",15,13
78555,32886,2017,10464185,Zeta (27) - Zeta,Not on Label,Album,"Electronic, Pop","Synth-pop, Synthwave, Electro",15,13
78600,32919,2017,11062611,Auroro Borealo - Singoloni,Not on Label,CD,"Electronic, Rock, Pop","Synth-pop, Lo-Fi",11,5
78601,32919,2017,11062611,Auroro Borealo - Singoloni,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Lo-Fi",11,5
78695,32983,2017,22150381,Mystery Skulls - One Of Us,Not on Label,CD,"Electronic, Pop","Electro House, Synth-pop",7,19
78696,32983,2017,22150381,Mystery Skulls - One Of Us,Not on Label,Album,"Electronic, Pop","Electro House, Synth-pop",7,19
78781,33042,2017,22150381,Mystery Skulls - One Of Us,Not on Label,CD,"Electronic, Pop","Electro House, Synth-pop",7,19
78782,33042,2017,22150381,Mystery Skulls - One Of Us,Not on Label,Album,"Electronic, Pop","Electro House, Synth-pop",7,19
78905,33111,2017,12189074,Mrch - Reactions,Not on Label,CD,"Electronic, Pop","Indie Pop, Synth-pop, Trip Hop",3,3
78906,33111,2017,12189074,Mrch - Reactions,Not on Label,Album,"Electronic, Pop","Indie Pop, Synth-pop, Trip Hop",3,3
78947,33135,2017,10652678,KIM (39) - Under Pressure,Not on Label,Vinyl,"Electronic, Rock, Pop","Synth-pop, Indie Pop",1,9
78948,33135,2017,10652678,KIM (39) - Under Pressure,Not on Label,LP,"Electronic, Rock, Pop","Synth-pop, Indie Pop",1,9
78949,33135,2017,10652678,KIM (39) - Under Pressure,Not on Label,Album,"Electronic, Rock, Pop","Synth-pop, Indie Pop",1,9
78950,33135,2017,10652678,KIM (39) - Under Pressure,Not on Label,Limited Edition,"Electronic, Rock, Pop","Synth-pop, Indie Pop",1,9
78951,33135,2017,10652678,KIM (39) - Under Pressure,Not on Label,Numbered,"Electronic, Rock, Pop","Synth-pop, Indie Pop",1,9
78988,33158,2017,12501305,A Copy For Collapse - Silent Wander,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Electro",7,2
78989,33158,2017,12501305,A Copy For Collapse - Silent Wander,Not on Label,"7""","Electronic, Pop","Synth-pop, Electro",7,2
78990,33158,2017,12501305,A Copy For Collapse - Silent Wander,Not on Label,45 RPM,"Electronic, Pop","Synth-pop, Electro",7,2
78991,33158,2017,12501305,A Copy For Collapse - Silent Wander,Not on Label,EP,"Electronic, Pop","Synth-pop, Electro",7,2
79029,33186,2017,14958455,The North Country - In Defense Of Cosmic Altruism,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",1,0
79030,33186,2017,14958455,The North Country - In Defense Of Cosmic Altruism,Not on Label,Album,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",1,0
79095,33216,2017,11939426,Maxthor - Another World,Not on Label,CD,"Electronic, Pop","Synth-pop, Indie Pop, Italo-Disco",8,0
79096,33216,2017,11939426,Maxthor - Another World,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop, Italo-Disco",8,0
79173,33253,2017,11094086,Luna Shadows - Youth EP,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Indie Pop",23,65
79174,33253,2017,11094086,Luna Shadows - Youth EP,Not on Label,"10""","Electronic, Pop","Synth-pop, Indie Pop",23,65
79175,33253,2017,11094086,Luna Shadows - Youth EP,Not on Label,33 ⅓ RPM,"Electronic, Pop","Synth-pop, Indie Pop",23,65
79176,33253,2017,11094086,Luna Shadows - Youth EP,Not on Label,EP,"Electronic, Pop","Synth-pop, Indie Pop",23,65
79177,33253,2017,11094086,Luna Shadows - Youth EP,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Indie Pop",23,65
79198,33264,2017,14958455,The North Country - In Defense Of Cosmic Altruism,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",1,0
79199,33264,2017,14958455,The North Country - In Defense Of Cosmic Altruism,Not on Label,Album,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",1,0
79335,33351,2017,18676033,Andy Havens - Strong And Divine,Not on Label,CD,"Electronic, Rock, Pop","Rock & Roll, Avantgarde, Synth-pop",0,3
79359,33382,2017,14568583,Francis Francis - Amateurologie,Not on Label,Vinyl,"Electronic, Pop","Electro, Synth-pop, Indie Pop",1,2
79360,33382,2017,14568583,Francis Francis - Amateurologie,Not on Label,LP,"Electronic, Pop","Electro, Synth-pop, Indie Pop",1,2
79392,33403,2017,12062459,Twee - Mango,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",0,2
79393,33403,2017,12062459,Twee - Mango,Not on Label,Album,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",0,2
79394,33403,2017,12062459,Twee - Mango,Not on Label,Stereo,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",0,2
79424,33422,2017,9935307,Hana (43) - HANA,Not on Label,Vinyl,"Electronic, Pop","Electro, Synth-pop",257,122
79425,33422,2017,9935307,Hana (43) - HANA,Not on Label,"12""","Electronic, Pop","Electro, Synth-pop",257,122
79426,33422,2017,9935307,Hana (43) - HANA,Not on Label,45 RPM,"Electronic, Pop","Electro, Synth-pop",257,122
79427,33422,2017,9935307,Hana (43) - HANA,Not on Label,EP,"Electronic, Pop","Electro, Synth-pop",257,122
79428,33422,2017,9935307,Hana (43) - HANA,Not on Label,Limited Edition,"Electronic, Pop","Electro, Synth-pop",257,122
79429,33422,2017,9935307,Hana (43) - HANA,Not on Label,Numbered,"Electronic, Pop","Electro, Synth-pop",257,122
79517,33486,2017,13688370,Peltzer - Devisable,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",2,7
79518,33486,2017,13688370,Peltzer - Devisable,Not on Label,Album,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",2,7
79519,33486,2017,13688370,Peltzer - Devisable,Not on Label,Numbered,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Indie Rock",2,7
79579,33515,2017,8863212,Ahmed Fakroun - Love Words,Not on Label,Vinyl,"Electronic, Funk / Soul, Pop","Disco, Synth-pop",415,172
79580,33515,2017,8863212,Ahmed Fakroun - Love Words,Not on Label,"12""","Electronic, Funk / Soul, Pop","Disco, Synth-pop",415,172
79581,33515,2017,8863212,Ahmed Fakroun - Love Words,Not on Label,33 ⅓ RPM,"Electronic, Funk / Soul, Pop","Disco, Synth-pop",415,172
79582,33515,2017,8863212,Ahmed Fakroun - Love Words,Not on Label,Maxi-Single,"Electronic, Funk / Soul, Pop","Disco, Synth-pop",415,172
79583,33515,2017,8863212,Ahmed Fakroun - Love Words,Not on Label,White Label,"Electronic, Funk / Soul, Pop","Disco, Synth-pop",415,172
79607,33529,2017,10333005,Crème Fouettée - Supernova,Not on Label,CD,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79608,33529,2017,10333005,Crème Fouettée - Supernova,Not on Label,Single,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79609,33529,2017,10333005,Crème Fouettée - Supernova,Not on Label,Limited Edition,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79610,33529,2017,10333005,Crème Fouettée - Supernova,Not on Label,Stereo,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79657,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,File,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79658,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,FLAC,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79659,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,MP3,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79660,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,WAV,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79661,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Single,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79662,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Stereo,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79663,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79664,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Single,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79665,33547,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Stereo,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79702,33581,2017,10333005,Crème Fouettée - Supernova,Not on Label,CD,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79703,33581,2017,10333005,Crème Fouettée - Supernova,Not on Label,Single,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79704,33581,2017,10333005,Crème Fouettée - Supernova,Not on Label,Limited Edition,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79705,33581,2017,10333005,Crème Fouettée - Supernova,Not on Label,Stereo,"Electronic, Rock, Pop","Shoegaze, Synth-pop, Synthwave",2,1
79708,33586,2017,15083348,Bo Weber - Wendy,Not on Label,CD,"Electronic, Pop","Downtempo, Deep House, Synth-pop",0,1
79709,33586,2017,15083348,Bo Weber - Wendy,Not on Label,Album,"Electronic, Pop","Downtempo, Deep House, Synth-pop",0,1
79710,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,File,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79711,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,FLAC,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79712,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,MP3,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79713,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,WAV,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79714,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Single,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79715,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Stereo,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79716,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,CD,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79717,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Single,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79718,33589,2017,10050358,Stef Xeno - Don't Wanna Be Crazy,Not on Label,Stereo,"Electronic, Pop","Synth-pop, Electro, Indie Pop",0,2
79726,33595,2017,11147270,SNST* - Turn Out The Lights + B Sides,Not on Label,CD,"Electronic, Rock, Pop","Indie Pop, New Wave, Experimental, Synth-pop",3,10
79727,33595,2017,11147270,SNST* - Turn Out The Lights + B Sides,Not on Label,Album,"Electronic, Rock, Pop","Indie Pop, New Wave, Experimental, Synth-pop",3,10
79734,33602,2017,17144977,Erkheim - Erkheim,Not on Label,Vinyl,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79735,33602,2017,17144977,Erkheim - Erkheim,Not on Label,LP,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79736,33602,2017,17144977,Erkheim - Erkheim,Not on Label,Album,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79737,33602,2017,17144977,Erkheim - Erkheim,Not on Label,Numbered,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79738,33602,2017,17144977,Erkheim - Erkheim,Not on Label,Stereo,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79739,33603,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79740,33603,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,LP,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79741,33603,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79742,33603,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79783,33644,2017,14586407,R.Ariel - Oh,Not on Label,CD,"Electronic, Pop","Trip Hop, Ambient, Synth-pop, Dream Pop",0,3
79784,33644,2017,14586407,R.Ariel - Oh,Not on Label,Album,"Electronic, Pop","Trip Hop, Ambient, Synth-pop, Dream Pop",0,3
79832,33670,2017,28575016,Iverson (2) - EP Blue,Not on Label,CD,"Electronic, Rock, Pop","New Wave, Synth-pop, Synthwave",0,0
79833,33670,2017,28575016,Iverson (2) - EP Blue,Not on Label,EP,"Electronic, Rock, Pop","New Wave, Synth-pop, Synthwave",0,0
79834,33673,2017,15083348,Bo Weber - Wendy,Not on Label,CD,"Electronic, Pop","Downtempo, Deep House, Synth-pop",0,1
79835,33673,2017,15083348,Bo Weber - Wendy,Not on Label,Album,"Electronic, Pop","Downtempo, Deep House, Synth-pop",0,1
79851,33681,2017,14586407,R.Ariel - Oh,Not on Label,CD,"Electronic, Pop","Trip Hop, Ambient, Synth-pop, Dream Pop",0,3
79852,33681,2017,14586407,R.Ariel - Oh,Not on Label,Album,"Electronic, Pop","Trip Hop, Ambient, Synth-pop, Dream Pop",0,3
79858,33684,2017,13414908,Jeff McCall - Night Life,Not on Label,CD,"Electronic, Pop","Dance-pop, Electro, Synth-pop, New Wave",0,0
79859,33684,2017,13414908,Jeff McCall - Night Life,Not on Label,Album,"Electronic, Pop","Dance-pop, Electro, Synth-pop, New Wave",0,0
79947,33712,2017,17144977,Erkheim - Erkheim,Not on Label,Vinyl,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79948,33712,2017,17144977,Erkheim - Erkheim,Not on Label,LP,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79949,33712,2017,17144977,Erkheim - Erkheim,Not on Label,Album,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79950,33712,2017,17144977,Erkheim - Erkheim,Not on Label,Numbered,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79951,33712,2017,17144977,Erkheim - Erkheim,Not on Label,Stereo,"Electronic, Rock, Pop","Dream Pop, Indie Pop, Synth-pop",1,5
79952,33713,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Vinyl,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79953,33713,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,LP,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79954,33713,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Album,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
79955,33713,2017,12468542,Blood Cultures - Happy Birthday,Not on Label,Limited Edition,"Electronic, Pop","Synth-pop, Indie Pop, Alt-Pop",274,80
80042,33763,2017,12851552,Charli XCX - Pop 2,Not on Label,CD,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80043,33763,2017,12851552,Charli XCX - Pop 2,Not on Label,Album,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80044,33763,2017,12851552,Charli XCX - Pop 2,Not on Label,Mixtape,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80045,33763,2017,12851552,Charli XCX - Pop 2,Not on Label,Unofficial Release,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80078,33782,2017,12851552,Charli XCX - Pop 2,Not on Label,CD,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80079,33782,2017,12851552,Charli XCX - Pop 2,Not on Label,Album,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80080,33782,2017,12851552,Charli XCX - Pop 2,Not on Label,Mixtape,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80081,33782,2017,12851552,Charli XCX - Pop 2,Not on Label,Unofficial Release,"Electronic, Pop","Dance-pop, Synth-pop, Electro, Hyperpop",183,50
80486,33972,2017,13472492,Terror Pigeon!* - We Will Never Run Out Of Love,Not on Label,Vinyl,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Power Pop, Happy Hardcore",8,10
80487,33972,2017,13472492,Terror Pigeon!* - We Will Never Run Out Of Love,Not on Label,LP,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Power Pop, Happy Hardcore",8,10
80692,34121,2017,10437909,Isobel Anderson - Chalk / Flint,Not on Label,CD,"Electronic, Pop, Folk, World, & Country","Synth-pop, Folk, Electro, Trip Hop",2,9
80693,34121,2017,10437909,Isobel Anderson - Chalk / Flint,Not on Label,Album,"Electronic, Pop, Folk, World, & Country","Synth-pop, Folk, Electro, Trip Hop",2,9
80737,34146,2017,13472492,Terror Pigeon!* - We Will Never Run Out Of Love,Not on Label,Vinyl,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Power Pop, Happy Hardcore",8,10
80738,34146,2017,13472492,Terror Pigeon!* - We Will Never Run Out Of Love,Not on Label,LP,"Electronic, Rock, Pop","Indie Pop, Synth-pop, Power Pop, Happy Hardcore",8,10
80797,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80798,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,LP,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80799,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,Unofficial Release,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80800,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80801,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,LP,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80802,34198,2017,23320808,Twenty One Pilots - Twenty One Pilots,Not on Label,Unofficial Release,"Electronic, Hip Hop, Rock, Pop","Alternative Rock, Pop Rap, Synth-pop",252,53
80847,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80848,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,LP,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80849,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Album,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80850,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Unofficial Release,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80851,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80852,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,LP,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80853,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Album,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80854,34220,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Unofficial Release,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80867,34226,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Vinyl,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80868,34226,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,LP,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
80869,34226,2017,13523263,Twenty One Pilots - Twenty One Pilots,Not on Label,Album,"Electronic, Hip Hop, Rock, Pop","Synth-pop, Pop Rap, Alternative Rock",990,307
